,ASSOCIATION,SENTENCE
677,Positive,"Carbohydrate antigen expression in primary tumors, metastatic lesions, and serous effusions from patients diagnosed with epithelial ovarian carcinoma: evidence of up-regulated Tn and Sialyl Tn antigen expression in effusions."
678,Positive,"Ovarian carcinoma cells in effusions show up-regulation of Tn and Sialyl Tn, possibly representing a transient phenotypic alteration facilitating metastasis."
679,Positive,"Ovarian carcinoma cells in effusions show up-regulation of Tn and Sialyl Tn, possibly representing a transient phenotypic alteration facilitating metastasis."
680,Negative,"Significantly decreased, or complete loss of, protein expression of the TSLC1 gene was observed in 59% ovarian carcinomas, 45% borderline tumors, and 7% cystadenomas, but in none of the normal ovaries (0%)."
681,Negative,"In ovarian carcinomas, decreased TSLC1 expression was significantly correlated with lymph node metastasis (pN, P = 0.001), distant metastasis (pM, P = 0.028), and more advanced International Federation of Gynecology and Obstetrics stages (P = 0.008)."
682,Negative,"By univariate survival analysis on the ovarian carcinoma cohorts, decreased TSLC1 protein expression was significantly associated with shortened patient survival (mean: 26.9 months in tumors with complete loss of TSLC1 vs 63.1 months in tumors with significantly decreased TSLC1 vs 94.3 months in tumors with normal levels of TSLC1; P < 0.001)."
683,Negative,"By univariate survival analysis on the ovarian carcinoma cohorts, decreased TSLC1 protein expression was significantly associated with shortened patient survival (mean: 26.9 months in tumors with complete loss of TSLC1 vs 63.1 months in tumors with significantly decreased TSLC1 vs 94.3 months in tumors with normal levels of TSLC1; P < 0.001)."
684,Negative,Decreased protein expression of the TSLC1 gene might be important in conferring a more aggressive behavior in ovarian carcinoma.
685,Positive,"Src is an attractive target because it is overexpressed in a number of malignancies, including ovarian cancer."
686,Negative,"Genetic downregulation of pregnancy-associated plasma protein-A (PAPP-A) by bikunin reduces IGF-I-dependent Akt and ERK1/2 activation and subsequently reduces ovarian cancer cell growth, invasion and metastasis."
687,Positive,"NTN1 was found overexpressed in 76% of ovarian cancer specimens (13/17) as compared to normal (0/10, p<0.004)and benign (1/8, p<0.008) samples."
688,Positive,"Here,we demonstrated that NTN1 may be involved in ovarian cancer as the expression of NTN1 mRNA is strongly upregulated in ovarian malignant tumors but not in benign tumors."
689,Positive,The fact that increased NTN1 is specifically observed in cancerous tissues indicates that NTN1 may represent a novel candidate biomarker for ovarian cancer.
690,Positive,Quantitative reverse transcription-PCR and Western blot analyses showed that GRB7 and GRB7v were frequently upregulated in ovarian cancer samples.
691,Positive,Quantitative reverse transcription-PCR and Western blot analyses showed that GRB7 and GRB7v were frequently upregulated in ovarian cancer samples.
692,Positive,The overexpressed GRB7 (P = 0.009) and GRB7v (P = 0.017) were significantly correlated with high-grade ovarian cancer.
693,Positive,Immunohistochemical analysis on ovarian cancer tissue array confirmed that the upregulated GRB7 was significantly correlated with high-grade ovarian cancer (P = 0.001).
694,Positive,Our studies implicate that the overexpressed GRB7 and GRB7v are associated with high-grade tumors and exert distinct tumorigenic functions through regulating different signaling pathways in ovarian cancer cells.
695,Positive,Our studies implicate that the overexpressed GRB7 and GRB7v are associated with high-grade tumors and exert distinct tumorigenic functions through regulating different signaling pathways in ovarian cancer cells.
696,Positive,Matrilysin (MMP-7) promotes invasion of ovarian cancer cells by activation of progelatinase.
697,Positive,We report that MMP-7 is overexpressed in ovarian cancer cell lines and EOC surgical specimens.
698,Positive,DOV13 cells incubated with active rhMMP-7 significantly increased cellular invasion and proMMP-2 activation.
699,Positive,TIMP-2 or the generic MMP inhibitor-GM6001 inhibited both the activation of proMMP-2 and the increased invasion of DOV13 cells promoted by rhMMP-7.
700,Negative,This decrease in the UTP and CTP pools promoted a fivefold increase in the incorporation of [3H]BrdUrd into the DNA of BG-1 cells.
701,Negative,This decrease in the UTP and CTP pools promoted a fivefold increase in the incorporation of [3H]BrdUrd into the DNA of BG-1 cells.
702,Negative,Specific inhibition of AKT2 by RNA interference results in reduction of ovarian cancer cell proliferation: increased expression of AKT in advanced ovarian cancer.
703,Positive,Specific inhibition of AKT2 by RNA interference results in reduction of ovarian cancer cell proliferation: increased expression of AKT in advanced ovarian cancer.
704,Positive,"Despite these differences, ovarian carcinoma cells show substantial accumulation of araCTP from extracellular araC."
705,Positive,Increase in nitric oxide synthase activity might be related to the growth and malignant behavior of ovarian cancer.
706,Positive,Human chorionic gonadotropin (hCG) inhibits cisplatin-induced apoptosis in ovarian cancer cells: possible role of up-regulation of insulin-like growth factor-1 by hCG.
707,Positive,Our findings suggest that LH/hCG influences the chemosensitivity of ovarian cancer cells through an apoptosis-inhibitory signal possibly via up-regulation of IGF-1 expression.
708,Positive,"Mesothelin is a glycosyl-phosphatidyl inositol (GPI)-linked membrane protein of 40 kDa over-expressed in all pancreatic adenocarcinoma and mesothelioma, in >70% of ovarian adenocarcinoma, and in non-small cell lung and colorectal cancers."
709,Positive,An in vitro internalization study showed that Av-G6Gd accumulated and was internalized into SHIN3 cells (a human ovarian cancer) 50- and 3.5-fold greater than Gd-DTPA (Magnevist) and G6-(1B4M-Gd)(256) (G6Gd).
710,Positive,Estradiol stimulates cell growth and secretion of procathepsin D and a 120-kilodalton protein in the human ovarian cancer cell line BG-1.
711,Positive,LPA increased COX-2 protein expression in a time- and concentration-dependent manner in two of three immortalized borderline ovarian epithelial cells as well as in four of six ovarian cancer cell lines.
712,Positive,"In patients with ovarian cancer, the increased leptin levels were associated with higher circulating follicle-stimulating hormone (FSH)."
713,Positive,We previously reported that LTBP-1L is overexpressed in some patients with ovarian cancer.
714,Positive,"Interestingly, ovarian cancer patients (n = 42) with G-A/G-A homozygous genotype had increased expression of LTBP-1 and apparently poorer survival than those with other genotypes (P = 0.02)."
715,Negative,"Intriguingly, the loss of MKP3 protein was associated with ubiquitination/proteosome degradation mediated by high intracellular reactive oxygen species (ROS) accumulation such as hydrogen peroxide in ovarian cancer cells."
716,Positive,"Functionally, short hairpin RNA knock down of endogenous MKP3 resulted in increased ERK1/2 activity, cell proliferation rate, anchorage-independent growth ability and resistance to cisplatin in ovarian cancer cells."
717,Positive,"Conversely, enforced expression of MKP3 in MKP3-deficient ovarian cancer cells significantly reduced ERK1/2 activity and inhibited cell proliferation, anchorage-independent growth ability and tumor development in nude mice."
718,Negative,"Conversely, enforced expression of MKP3 in MKP3-deficient ovarian cancer cells significantly reduced ERK1/2 activity and inhibited cell proliferation, anchorage-independent growth ability and tumor development in nude mice."
719,Positive,"Hyaluronan-CD44 interaction with neural Wiskott-Aldrich syndrome protein (N-WASP) promotes actin polymerization and ErbB2 activation leading to beta-catenin nuclear translocation, transcriptional up-regulation, and cell migration in ovarian tumor cells."
720,Positive,Coordinate up-regulation of TMEM97 and cholesterol biosynthesis genes in normal ovarian surface epithelial cells treated with progesterone: implications for pathogenesis of ovarian cancer.
721,Positive,Coordinate up-regulation of TMEM97 and cholesterol biosynthesis genes in normal ovarian surface epithelial cells treated with progesterone: implications for pathogenesis of ovarian cancer.
722,Positive,Our findings indicate that: (I) VDR expression is increased in ovarian carcinomas as compared to normal ovarian tissue.
723,Positive,"(II) Up-regulation of VDR in ovarian carcinomas is not exclusively induced by an increase of proliferation, but by different unknown mechanisms."
724,Positive,Transfection with GSK-3betaS9A to upregulate the GSK-3beta activity resulted in the increase of BrdU incorporation in SKOV3 cells compared with that in the control vector.
725,Positive,Transfection with GSK-3betaS9A to upregulate the GSK-3beta activity resulted in the increase of BrdU incorporation in SKOV3 cells compared with that in the control vector.
726,Positive,Transfection with GSK-3betaS9A to upregulate the GSK-3beta activity resulted in the increase of BrdU incorporation in SKOV3 cells compared with that in the control vector.
727,Positive,"On the contrary, transfection with GID5-6 to downregulate GSK-3beta activity decreased the BrdU incorporation in SKOV3 cells, compared with that in GID5-6LP, which is a control vector of GID5-6."
728,Positive,"Targeting and down-regulation of ErbB2, a member of EGF receptor family, is regarded as one of the key aspect for cancer treatment because it is often overexpressed in breast and ovarian cancer cells."
729,Negative,"Knockdown of TRAIL receptor 4 by RNA interference or ectopic expression of Fas relieved the suppressive effect of 1,25-dihydroxyvitamin D3, showing that molecular manipulation of death receptors is a viable approach to overcome the protective effect of 1,25-dihydroxyvitamin D3 on the apoptosis of ovarian cancer."
730,Negative,Quantitative PCR revealed decreased Notch 1 mRNA in ovarian adenocarcinomas compared with adenomas.
731,Positive,"Compared with primary prostate tumors, castration-resistant metastases displayed alterations in genes encoding steroidogenic enzymes, including up-regulated expression of FASN, CYP17A1, HSD3B1, HSD17B3, CYP19A1, and UGT2B17 and down-regulated expression of SRD5A2 (P < 0.001 for all)."
732,Negative,"Compared with primary prostate tumors, castration-resistant metastases displayed alterations in genes encoding steroidogenic enzymes, including up-regulated expression of FASN, CYP17A1, HSD3B1, HSD17B3, CYP19A1, and UGT2B17 and down-regulated expression of SRD5A2 (P < 0.001 for all)."
733,Positive,"Progression of benign prostate cancer to malignant metastasis is linked to increased production of basic fibroblast growth factor (bFGF), a powerful mitogen."
734,Positive,"In this study, using in vitro model system we show that DPPIV loss is associated with increased bFGF production in metastatic prostate cancer cells."
735,Negative,"DPPIV reexpression in prostate cancer cells blocks nuclear localization of bFGF, reduces bFGF levels, inhibits mitogen-activated protein kinase (MAPK)-extracellular signal-regulated kinase (ERK)1/2 activation, and decreases levels of urokinase-type plasminogen activator, known downstream effectors of bFGF signaling pathway."
736,Negative,These results indicate that DPPIV inhibits the malignant phenotype of prostate cancer cells by blocking bFGF signaling pathway.
737,Negative,Our findings suggest that blockage of osteopontin and/or COX-2 is a promising therapeutic approach for the inhibition of prostate tumor progression and angiogenesis.
738,Positive,"Elevated expression of Met has been shown in advanced cases of carcinoma of the prostate, stomach, pancreas, and thyroid."
739,Negative,Androgens repress Bcl-2 expression via activation of the retinoblastoma (RB) protein in prostate cancer cells.
740,Positive,"The oncogene Bcl-2 is upregulated frequently in prostate tumors following androgen ablation therapy, and Bcl-2 overexpression may contribute to the androgen-refractory relapse of the disease."
741,Positive,"The oncogene Bcl-2 is upregulated frequently in prostate tumors following androgen ablation therapy, and Bcl-2 overexpression may contribute to the androgen-refractory relapse of the disease."
742,Positive,"Finally, androgen treatment of LNCaP cells upregulated specifically levels of the cyclin-dependent kinase inhibitors (CDKIs) p15INK4B and p27KIP1."
743,Positive,"Prostate cancer cells transfected with EP4-siRNA and treatments with EP4 antagonist suggest a link between EP4, and Snail activation, potentially via p-Akt."
744,Negative,Combined blockade of RANK/RANKL axis and BMP pathway resulted in reduced tumor burden and decreased bone loss compared to inhibition of either individual pathway alone in osteolytic prostate cancer lesion in bone.
745,Positive,"Induction of androgen receptor by 1alpha,25-dihydroxyvitamin D3 and 9-cis retinoic acid in LNCaP human prostate cancer cells."
746,Positive,"This increased expression of AR was followed by 1,25-(OH)2D3-induced inhibition of growth in LNCaP cells."
747,Positive,"In conclusion, our results demonstrate that growth inhibition of LNCaP cells by 1,25-(OH)2D3 and 9-cis RA is mediated by an AR-dependent mechanism and preceded by the induction of AR gene expression."
748,Negative,"The decrease in survivin gene expression by transfection of siRNA was accompanied by the inhibition of cell proliferation of PCa cells (31% and 25% decreased in LNCaP and PC-3 cells, P <0.01)."
749,Negative,"Antisense oligodeoxynucleotides, designed to block production of epidermal-FABP (a marker for normal prostate cells), caused increased proliferation in DU 145 prostate cancer cells."
750,Positive,"In vivid contrast, antisense oligodeoxynucleotides to L-FABP (overexpressed in prostate cancer) decreased proliferation and caused apoptosis."
751,Positive,"Furthermore, elevated [Ca2+]o triggered activation of the Akt signaling pathway and enhanced PC-3 cell attachment."
752,Positive,The transcriptional co-activator cAMP response element-binding protein-binding protein is expressed in prostate cancer and enhances androgen- and anti-androgen-induced androgen receptor function.
753,Positive,"In prostate cancer DU-145 cells, which were transiently transfected with CBP cDNA, hydroxyflutamide enhanced AR activity to a greater extent than bicalutamide in the presence of either wild-type or the mutated AR 730 val-->met."
754,Positive,"NP manifested no immunoreactivity, whereas Pca and BPH showed significantly increased HIF-1alpha protein expression."
755,Positive,Our findings of increased HIF-1alpha protein expression in BPH and Pca specimens suggests the potential role of this protein in BPH and Pca.
756,Positive,The same concentration of R1881 resulted in a decrease in intracellular glutathione concentrations and an increase in gamma-glutamyl transpeptidase activity in LNCaP cells.
757,Positive,"Treatment with the oxidizing agents H2O2 and menadione produced an increase in gamma-glutamyl transpeptidase activity in LNCaP cells, whereas treatment with the antioxidant compound ascorbic acid (100 mM) reduced the oxidative stress produced in LNCaP cells by 1 nM R1881 and completely blocked the gamma-glutamyl transpeptidase activity."
758,Negative,"Treatment with the oxidizing agents H2O2 and menadione produced an increase in gamma-glutamyl transpeptidase activity in LNCaP cells, whereas treatment with the antioxidant compound ascorbic acid (100 mM) reduced the oxidative stress produced in LNCaP cells by 1 nM R1881 and completely blocked the gamma-glutamyl transpeptidase activity."
759,Negative,"For patients with metastatic prostate cancer, treatment is primarily palliative, relying mainly on the suppression of systemic androgen hormone levels."
760,Negative,"Phenylbutyrate attenuates the expression of Bcl-X(L), DNA-PK, caveolin-1, and VEGF in prostate cancer cells."
761,Negative,These findings indicate that FoxM1 depletion causes cell death due to mitotic catastrophe and that inhibiting FoxM1 represents a therapeutic strategy to target breast cancer.
762,Negative,Long-term culture of MCF-7 cells in estrogen deprived medium (LTED) mimics aromatase inhibition in patients.
763,Positive,"The findings of the present study suggest that COX-2 overexpression in lobular and ductal breast cancers, which correlates with traditional clinico-pathological parameters, may be considered as a negative prognostic marker."
764,Positive,Its stimulation on breast cancer cell lines induces β1 integrin and promotes tumor invasiveness.
765,Negative,"P1, a high mobility group-like protein is depressed in human breast adenocarcinoma."
766,Positive,"We showed, for the first time, that knockdown of PDI in MCF-7 human breast cancer cells with RNA interference down-regulates ERalpha protein but up-regulates ERbeta protein, resulting in a drastic increase in ERbeta/ERalpha ratio, which is a crucial determinant of different cellular responses to estrogens."
767,Positive,"A higher increase of the expression and maximal pixel intensity of ICAM-1, VCAM-1 and P-selectin was observed in endothelial cells cocultured with c-erbB2-positive breast carcinoma cells as compared to endothelial cells cocultured with c-erbB2-negative cell line."
768,Negative,"In addition, even a transient, siRNA-mediated p21 suppression in fibroblasts sufficiently stimulates MCF7 and MDA-MB-231 growth in vivo."
769,Negative,"The butyrate-induced apoptosis in MCF-7 cells was closely linked with the down-regulation of expression of Bcl-2 mRNA and Bcl-2 protein, a gene product known to be involved in the regulation of apoptosis in mammalian cells."
770,Negative,The observed relationship between the down-regulation of Bcl-2 and induction of apoptosis was not causal because stable overexpression of Bcl-2 resulted in protection of MCF-7 cells from the cytotoxic morphological changes and growth-inhibitory effects of butyrate (15% growth inhibition compared to 60% growth inhibition in the parental cells).
771,Positive,The non-receptor PTK termed breast tumor kinase (Brk/PTK6) is overexpressed in approximately 86% of human breast tumors.
772,Positive,"Brk-dependent signaling to p38 MAPK was recapitulated by Brk overexpression in the HC11 murine mammary epithelial cell (MEC) line and human MEC, while Brk knock-down in breast cancer cells blocked EGF-stimulated p38 signaling."
773,Positive,"We conclude that 13q34 amplification may be of relevance in tumor progression of basal-like breast cancers by inducing overexpression of CUL4A and TFDP1, which are both important in cell cycle regulation."
774,Negative,"
Intercellular adhesion molecule 1 (ICAM-1) was down-regulated in MCF10A cells using short hairpin RNA."
775,Positive,"The down-regulation of ICAM-1 by short hairpin RNA in MCF10A cells led to the induction of psoriasin, calgranulin-A, calgranulin-B, and MUC1, and we demonstrated that these up-regulations were not ROS dependent."
776,Negative,"The down-regulation of ICAM-1 by short hairpin RNA in MCF10A cells led to the induction of psoriasin, calgranulin-A, calgranulin-B, and MUC1, and we demonstrated that these up-regulations were not ROS dependent."
777,Positive,Our findings suggest that the down-regulation of ICAM-1 in mammary epithelial cells may contribute both to the high expression of psoriasin seen in some high-grade DCIS tumors and to the induction of MUC1.
778,Negative,Our findings suggest that the down-regulation of ICAM-1 in mammary epithelial cells may contribute both to the high expression of psoriasin seen in some high-grade DCIS tumors and to the induction of MUC1.
779,Negative,RT-PCR and Western blot showed that the expressions of only c-Met and STAT3 decreased obviously in colon and breast cancer cells exposed to LS-7.
780,Negative,"These compounds decreased ERalpha in MCF-7 cells at both mRNA and protein levels, and suppressed estrogen-stimulated genes."
781,Positive,Oestradiol acutely increases PI3-kinase and Akt activities in MCF-7 cells.
782,Positive,"The Src inhibitor, PP1, prevents hormone stimulation of Akt and PI3-kinase activities in MCF-7 cells."
783,Positive,"In turn, stimulation of Src activity is abolished in ERalpha-expressing NIH 3T3 fibroblasts by co-transfection of the dominant-negative p85alpha and in MCF-7 cells by the PI3-kinase inhibitor, LY294002."
784,Negative,Our findings suggest loss of E-cadherin expression in some breast cancers may be due to dominant repression of the trans-acting pathways that regulate E-cadherin transcription.
785,Positive,Heregulin and agonistic anti-p185(c-erbB2) antibodies inhibit proliferation but increase invasiveness of breast cancer cells that overexpress p185(c-erbB2): increased invasiveness may contribute to poor prognosis.
786,Positive,PKC-zeta is required for angiotensin II-induced activation of ERK and synthesis of C-FOS in MCF-7 cells.
787,Negative,"When the epidermal growth factor-receptor (EGFR) tyrosine kinase activity was inhibited by the use of its inhibitor AG1478, Ang II was still able to induce ERK1/2 phosphorylation and c-fos expression, therefore proving that the transactivation of EGFR was not required for these Ang II effects in MCF-7 cells."
788,Positive,"When the epidermal growth factor-receptor (EGFR) tyrosine kinase activity was inhibited by the use of its inhibitor AG1478, Ang II was still able to induce ERK1/2 phosphorylation and c-fos expression, therefore proving that the transactivation of EGFR was not required for these Ang II effects in MCF-7 cells."
789,Positive,"Our results suggest that in MCF-7 cells Ang II activates multiple signalling pathways involving PKC-zeta, PI3K and MAPK; of these pathways only PKC-zeta appears responsible for the induction of c-fos."
790,Positive,"In the former group, ErbB2 overexpression was strongly associated with increased risk of recurrence (RR = 4.7; 95% CI, 2.1-10.4) and breast cancer death (RR = 5.4; 95% CI, 2.3-12.6)."
791,Positive,Transfecting A2780 cells with active Notch 1-IC resulted in a proliferative and colony formation advantage compared to mock transfected cells.
792,Positive,"Immunoblotting analysis demonstrated that PRB protein expression was markedly up-regulated in OVCAR-3, whereas the PRA and PRB isoforms both appeared to be increased in NOV-31."
793,Negative,These results suggest that down-regulation of PRA is associated with the development of ovarian epithelial carcinoma.
794,Positive,"Up-regulation of AR by 1,25(OH)2D3 and of VDR by DHT provides evidence of cross-talk between 2 signaling pathways in OVCAR-3 cells."
795,Positive,Overexpression of p185(c-erbB2) (p185/NEU/HER2) by tumor cells is associated with a poor prognosis in many but not all studies of breast and ovarian cancer.
796,Positive,"Moreover, the poor prognosis of breast and ovarian cancers that overexpress p185(c-erbB2) could relate in part to enhanced invasiveness rather than to increased proliferative capacity."
797,Positive,"Evaluation of differential gene expression in drug-sensitive (A2780) and drug-resistant (A2780cp) ovarian carcinoma cell lines exposed to 0.1 microg/ml HMN-176 up to 48 h using cDNA microarrays with 1,154 known human genes revealed significant drug effects on tumor associated genes, including upregulation of tissue inhibitor matrix metalloproteinases gene (TIMP) in both cell lines, suggesting that HMN-176 could potentially overcome tumor drug resistance."
798,Positive,"This study showed that IL-18 serum levels were elevated in ovarian cancer patients and were correlated with overall survival, although they were shown not to be an independent prognostic factor."
799,Positive,"Overexpression of TUBB3 protein was observed in 56 (85%) of the 66 ovarian cancers, and was significantly associated with aggressive tumor behavior (advanced stage, presence of ascites, suboptimal cytoreduction at surgery and presence of lymph node metastasis) (P<0.05)."
800,Positive,"In 2 cell lines with weak expression of TUBB3 protein (OVCAR-3 and JHOC-8), TUBB3 induction was independently induced by treatment with 5-Aza-CdR (JHOC-8) or PBA (OVCAR-3), while neither agent markedly altered TUBB3 mRNA/protein expression in a strongly TUBB3-expressing cell line (JHOC-5)."
801,Positive,"A CpG island of another cell line showing faint expression of TUBB3 protein (OVCAR-3), in which a significant gain of TUBB3 expression was induced by treatment with PBA but not with 5-Aza-CdR, was hypomethylated, similarly to a cell line (JHOC-5) showing constitutive expression of TUBB3."
802,Positive,p53 accumulation in ovarian carcinomas and its prognostic implications.
803,Positive,These results suggest that p53 accumulation occurs more frequently in tumors with aggressive behavior and that p53 immunoreactivity may have a prognostic role in certain subsets of patients with ovarian carcinoma.
804,Positive,Induction of MDR1-gene expression by antineoplastic agents in ovarian cancer cell lines.
805,Positive,Induction of gamma-glutamyl transpeptidase mRNA by platinum complexes in a human ovarian carcinoma cell line.
806,Positive,"Our previous studies have shown that sublines of human ovarian carcinoma cell line A2780, which exhibited low levels of resistance to oxaliplatin, showed elevated steady state levels of mRNA and activity of gamma-glutamyl transpeptidase (gamma-GT, EC 2.3.2.2), but not of gamma-glutamylcysteine synthetase (gamma-GCS, EC 6.3.2.2) [El-akawi et al., Cancer Lett. 105:5-14; 1966]."
807,Negative,"Thus, ING1 mutation is very rare in breast or ovarian cancers, however, repression of ING1 expression frequently accompanies tumour development of breast cancer."
808,Positive,"Pronounced increases in the concentration of an ovarian tumor marker, CA-125, in serum of a healthy subject during menstruation."
809,Positive,[Antitumor effect of endothelial progenitor cells with TRAIL gene transfection on ovarian carcinoma xenografts in nude mice].
810,Positive,"Lewis y overexpression led to an increase in both mRNA and protein expression levels of cyclin A, cyclin D1 and cyclin E in ovarian cancer cells, decrease in both mRNA and protein expression levels of p16 and p21, and decrease of p27 at only the protein expression level without change in its mRNA level."
811,Negative,"Lewis y overexpression led to an increase in both mRNA and protein expression levels of cyclin A, cyclin D1 and cyclin E in ovarian cancer cells, decrease in both mRNA and protein expression levels of p16 and p21, and decrease of p27 at only the protein expression level without change in its mRNA level."
812,Positive,Abdominopelvic tuberculosis simulating disseminated ovarian carcinoma with elevated CA-125 level: report of two cases.
813,Positive,Ovarian cancer patients with elevated CA 125 levels after three chemotherapy courses have a poor prognosis.
814,Negative,The antisense oligonucleotides targeting VEGF-A significantly decreased VEGF-A protein and mRNA expression and inhibited cell migration in SKOV3 ovarian cancer cells.
815,Negative,This new modified antisense oligonucleotides targeting VEGF-A can decrease VEGF-A expression and inhibit cell migration in SKOV3 ovarian cancer cells.
816,Positive,Patients with invasive ovarian cancer were found to have significantly higher median c-erbB-2 oncoprotein expression than patients with either benign ovarian cyst (P = 0.002) or control groups (P = 0.001).
817,Positive,Overexpression of c-erbB-2 oncoprotein was found in seven (21.9%) of 32 epithelial ovarian cancers.
818,Negative,"BRCA1 expression is decreased or absent in a significant proportion of sporadic breast and ovarian cancers, suggesting a wider role in these tumor types."
819,Negative,"CCBE1 is expressed in normal ovary, but is reduced in ovarian cancer cell lines and primary carcinomas."
820,Positive,"Pharmacological demethylation/deacetylation in ovarian cancer cell lines re-induced CCBE1 expression, indicating that epigenetic mechanisms contribute to its silencing in cancer."
